"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Deaths
	"Alabama"	"01"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	16
	"Alabama"	"01"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	20
	"Arizona"	"04"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	18
	"Arizona"	"04"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	16
	"Arizona"	"04"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	16
	"Arizona"	"04"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	18
	"Arizona"	"04"	"2012"	"2012"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	16
	"Arizona"	"04"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	16
	"Arizona"	"04"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	21
	"Arizona"	"04"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	23
	"Arizona"	"04"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	20
	"Arizona"	"04"	"2013"	"2013"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	16
	"Arizona"	"04"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	17
	"Arizona"	"04"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	25
	"Arizona"	"04"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	16
	"Arizona"	"04"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	16
	"Arizona"	"04"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	19
	"Arizona"	"04"	"2014"	"2014"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	16
	"Arizona"	"04"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	17
	"Arizona"	"04"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	20
	"Arizona"	"04"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	19
	"Arizona"	"04"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	17
	"Arizona"	"04"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	17
	"Arizona"	"04"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	18
	"Arizona"	"04"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	17
	"California"	"06"	"2011"	"2011"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	16
	"California"	"06"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	21
	"California"	"06"	"2011"	"2011"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	21
	"California"	"06"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	18
	"California"	"06"	"2011"	"2011"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	27
	"California"	"06"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	44
	"California"	"06"	"2011"	"2011"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	42
	"California"	"06"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	58
	"California"	"06"	"2011"	"2011"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	34
	"California"	"06"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	67
	"California"	"06"	"2011"	"2011"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	64
	"California"	"06"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	65
	"California"	"06"	"2011"	"2011"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	52
	"California"	"06"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	77
	"California"	"06"	"2011"	"2011"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	70
	"California"	"06"	"2011"	"2011"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	63
	"California"	"06"	"2012"	"2012"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	17
	"California"	"06"	"2012"	"2012"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	20
	"California"	"06"	"2012"	"2012"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	28
