"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Deaths
	"Alabama"	"01"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	16
	"Arizona"	"04"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	18
	"Arizona"	"04"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	20
	"California"	"06"	"2006"	"2006"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	18
	"California"	"06"	"2006"	"2006"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	22
	"California"	"06"	"2006"	"2006"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	24
	"California"	"06"	"2006"	"2006"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	19
	"California"	"06"	"2006"	"2006"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	18
	"California"	"06"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	35
	"California"	"06"	"2006"	"2006"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	38
	"California"	"06"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	49
	"California"	"06"	"2006"	"2006"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	38
	"California"	"06"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	57
	"California"	"06"	"2006"	"2006"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	44
	"California"	"06"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	65
	"California"	"06"	"2006"	"2006"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	54
	"California"	"06"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	72
	"California"	"06"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	56
	"California"	"06"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	52
	"California"	"06"	"2007"	"2007"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	18
	"California"	"06"	"2007"	"2007"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	16
	"California"	"06"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	26
	"California"	"06"	"2007"	"2007"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	24
	"California"	"06"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	27
	"California"	"06"	"2007"	"2007"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	31
	"California"	"06"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	33
	"California"	"06"	"2007"	"2007"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	28
	"California"	"06"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	40
	"California"	"06"	"2007"	"2007"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	35
	"California"	"06"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	60
