"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Deaths
	"Arizona"	"04"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	16
	"Arizona"	"04"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	16
	"California"	"06"	"2001"	"2001"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	19
	"California"	"06"	"2001"	"2001"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	16
	"California"	"06"	"2001"	"2001"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	29
	"California"	"06"	"2001"	"2001"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	23
	"California"	"06"	"2001"	"2001"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	34
	"California"	"06"	"2001"	"2001"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	42
	"California"	"06"	"2001"	"2001"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	42
	"California"	"06"	"2001"	"2001"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	50
	"California"	"06"	"2001"	"2001"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	51
	"California"	"06"	"2001"	"2001"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	55
	"California"	"06"	"2001"	"2001"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	39
	"California"	"06"	"2001"	"2001"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	60
	"California"	"06"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	31
	"California"	"06"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	36
	"California"	"06"	"2002"	"2002"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	18
	"California"	"06"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	25
	"California"	"06"	"2002"	"2002"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	22
	"California"	"06"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	21
	"California"	"06"	"2002"	"2002"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	27
	"California"	"06"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	27
	"California"	"06"	"2002"	"2002"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	30
	"California"	"06"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	51
	"California"	"06"	"2002"	"2002"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	30
	"California"	"06"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	64
	"California"	"06"	"2002"	"2002"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	42
	"California"	"06"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	64
	"California"	"06"	"2002"	"2002"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	46
	"California"	"06"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	57
	"California"	"06"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	43
	"California"	"06"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	33
	"California"	"06"	"2003"	"2003"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	19
	"California"	"06"	"2003"	"2003"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	20
	"California"	"06"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	24
	"California"	"06"	"2003"	"2003"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	21
	"California"	"06"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	23
	"California"	"06"	"2003"	"2003"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	34
	"California"	"06"	"2003"	"2003"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	33
	"California"	"06"	"2003"	"2003"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	26
	"California"	"06"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	36
	"California"	"06"	"2003"	"2003"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	42
	"California"	"06"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	49
	"California"	"06"	"2003"	"2003"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	54
	"California"	"06"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	63
	"California"	"06"	"2003"	"2003"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	45
	"California"	"06"	"2003"	"2003"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	54
	"California"	"06"	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	60
	"California"	"06"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	53
	"California"	"06"	"2004"	"2004"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	18
	"California"	"06"	"2004"	"2004"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	26
	"California"	"06"	"2004"	"2004"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	30
	"California"	"06"	"2004"	"2004"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	17
	"California"	"06"	"2004"	"2004"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	41
	"California"	"06"	"2004"	"2004"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	19
	"California"	"06"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	49
	"California"	"06"	"2004"	"2004"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	33
	"California"	"06"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	62
	"California"	"06"	"2004"	"2004"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	45
